lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.252044,40.056733",20,20
"116.250254,40.061765",20,20
"116.249523,40.063813",20,20
"116.249232,40.064411",20,20
"116.248463,40.065876",20,20
"116.247327,40.068046",20,20
"116.246648,40.069395",20,20
"116.245514,40.071299",20,20
"116.245447,40.071413",20,20
"116.244323,40.073303",20,20
"116.244125,40.073653",20,20
"116.243997,40.073951",20,20
"116.276185,40.088241",20,20
"116.244051,40.073385",20,20
"116.231172,40.069864",40,40
"116.230514,40.069768",20,20
"116.218922,40.068275",20,20
"116.215006,40.068251",20,20
"116.211603,40.068381",20,20
"116.206975,40.068437",20,20
"116.243713,40.073283",20,20
"116.31524,40.003977",20,20
"116.315607,40.005275",20,20
"116.31591,40.005552",20,20
"116.316261,40.005773",20,20
"116.317071,40.006007",20,20
"116.31803,40.00609",20,20
"116.31839,40.006161",20,20
"116.318667,40.006287",20,20
"116.318941,40.006471",20,20
"116.319144,40.006726",20,20
"116.319231,40.007006",20,20
"116.319223,40.007291",20,20
"116.318754,40.010643",60,60
"116.31852,40.012656",60,60
"116.315231,39.999865",20,20
"116.315176,40.000242",20,20
"116.332979,39.992665",20,20
"116.31575,39.993906",20,20
"116.315782,39.992058",20,20
"116.316055,39.992032",20,20
"116.32401,39.992367",20,20
"116.324153,39.992373",20,20
"116.329569,39.992547",20,20
"116.318233,40.014977",20,20
"116.318085,40.015583",20,20
"116.323546,39.956749",20,20
"116.329801,39.938669",20,20
"116.323145,39.938991",20,20
"116.321079,39.939161",20,20
"116.317676,39.939586",20,20
"116.312453,39.941428",20,20
"116.311464,39.941748",20,20
"116.323017,39.938881",20,20
"116.323905,39.938841",20,20
"116.330084,39.938347",20,20
"116.330768,39.938286",20,20
"116.332305,39.938184",20,20
"116.333529,39.938098",20,20
"116.33493,39.938036",20,20
"116.336186,39.938045",20,20
"116.340992,39.93828",20,20
"116.343994,39.938396",20,20
"116.344626,39.938452",20,20
"116.345152,39.938522",20,20
"116.345797,39.93865",20,20
"116.346721,39.938936",20,20
"116.34744,39.939189",20,20
"116.348138,39.939405",20,20
"116.348703,39.939608",20,20
"116.351375,39.939997",60,60
"116.352657,39.940167",60,60
"116.362222,39.945285",40,40
"116.363743,39.94581",40,40
"116.364544,39.946051",40,40
"116.365178,39.946242",40,40
"116.366714,39.946854",20,20
"116.367195,39.947062",20,20
"116.368307,39.94752",20,20
"116.369255,39.947892",20,20
"116.369622,39.948027",20,20
"116.350791,39.939924",60,60
"116.354063,39.940309",60,60
"116.379618,39.95458",20,20
"116.37976,39.960693",20,20
"116.3807,39.968485",60,60
"116.380374,39.966868",40,40
"116.2898,40.105953",20,20
"116.290249,40.10553",60,60
"116.336366,40.044686",40,40
"116.339925,40.040083",40,20
"116.340384,40.039694",40,20
"116.340778,40.039264",40,20
"116.32684,40.057193",20,20
"116.327116,40.056938",20,20
"116.327466,40.056588",20,20
"116.284244,40.109614",20,20
"116.28433,40.109549",20,20
"116.288589,40.106427",20,20
"116.28936,40.105839",20,20
"116.290369,40.104971",60,60
"116.29064,40.104682",60,60
"116.290984,40.104303",60,60
"116.291301,40.103923",60,60
"116.291696,40.103357",60,60
"116.292028,40.102841",60,60
"116.292322,40.102293",60,60
"116.292566,40.101715",60,60
"116.292791,40.10104",60,60
"116.292915,40.10076",60,60
"116.293057,40.100514",60,60
"116.293149,40.100378",60,60
"116.293525,40.099904",60,60
"116.297119,40.095315",20,20
"116.297393,40.094957",20,20
"116.297571,40.094732",20,20
"116.29765,40.094632",20,20
"116.297857,40.094372",20,20
"116.340872,40.039152",40,20
"116.346011,39.83186",20,20
"116.345999,39.832622",20,20
"116.34601,39.833367",20,20
"116.344075,39.830625",20,20
"116.345192,39.829702",20,20
"116.345551,39.828711",20,20
"116.345595,39.828416",20,20
"116.345504,39.826567",20,20
"116.37066,39.856315",60,60
"116.292349,39.830469",20,20
"116.373644,39.856928",60,60
"116.374434,39.85683",60,60
"116.373135,39.862026",60,60
"116.345611,39.832621",20,20
"116.345603,39.831872",20,20
"116.371926,39.856845",20,20
"116.346377,39.832716",20,20
"116.346206,39.832981",20,20
"116.346073,39.833366",20,20
"116.343722,39.830716",20,20
"116.345524,39.831426",20,20
"116.345386,39.830417",20,20
"116.345372,39.830186",20,20
"116.345417,39.829967",20,20
"116.349162,39.830605",20,20
"116.349481,39.830718",20,20
"116.349774,39.830802",20,20
"116.350154,39.830856",20,20
"116.372981,39.856863",60,60
"116.375508,39.85707",60,60
"116.377852,39.857099",60,60
"116.380188,39.857101",60,60
"116.368217,39.831111",20,20
"116.371887,39.831227",40,40
"116.373119,39.83125",40,40
"116.374622,39.831297",40,40
"116.363165,39.831191",40,40
"116.417508,39.802661",20,20
"116.40286,39.805004",20,20
"116.402741,39.807378",20,20
"116.402559,39.811016",20,20
"116.402427,39.813647",20,20
"116.402423,39.813714",20,20
"116.402238,39.817395",20,20
"116.402189,39.818388",20,20
"116.401948,39.823197",20,20
"116.401801,39.826087",20,20
"116.401733,39.827477",20,20
"116.416526,39.805245",20,20
"116.41685,39.805239",20,20
"116.417128,39.803143",20,20
"116.417179,39.803028",20,20
"116.417373,39.803054",20,20
"116.417296,39.803181",20,20
"116.344863,39.816215",20,20
"116.34527,39.822781",20,20
"116.345615,39.824935",20,20
"116.345886,39.827318",20,20
"116.345961,39.828351",20,20
"116.346013,39.830544",20,20
"116.406322,39.805171",20,20
"116.40267,39.804834",40,40
"116.411015,39.805087",20,20
"116.345173,39.822063",20,20
"116.33283,39.992579",20,20
"116.332834,39.99251",20,20
"116.329918,39.992478",20,20
"116.341895,39.923089",20,40
"116.344489,39.923154",20,40
"116.375804,39.889134",20,20
"116.379796,39.889227",20,20
"116.333115,39.937999",20,20
"116.333732,39.932212",20,20
"116.333722,39.932316",20,20
"116.374002,39.907442",20,20
"116.330166,39.907292",20,20
"116.324394,39.907328",20,20
"116.324872,39.907323",20,20
"116.328591,39.90729",20,20
"116.328914,39.907288",20,20
"116.329009,39.907288",20,20
"116.325838,39.934795",20,20
"116.407603,39.968352",20,20
"116.407665,39.968413",20,20
"116.407763,39.968493",40,60
"116.407849,39.968619",40,60
"116.407879,39.968767",40,60
"116.407871,39.969056",20,20
"116.407845,39.969199",20,20
"116.407805,39.969268",20,20
"116.407724,39.969359",20,20
"116.40762,39.969413",20,20
"116.407218,39.969409",20,20
"116.407132,39.96936",40,40
"116.407035,39.969273",40,40
"116.406989,39.969168",40,40
"116.406971,39.969041",40,40
"116.406986,39.968721",60,60
"116.407033,39.96859",60,60
"116.407106,39.968492",60,60
"116.310005,39.91694",20,20
"116.310164,39.915289",20,20
"116.310176,39.914435",20,20
"116.310337,39.914339",60,60
"116.310326,39.915197",60,60
"116.30906,39.957105",20,20
"116.309151,39.956462",20,20
"116.309316,39.954441",20,20
"116.311506,39.963504",20,20
"116.310155,39.93098",40,40
"116.310275,39.933686",40,40
"116.309193,39.957118",20,20
"116.310327,39.916278",60,60
"116.310169,39.916682",20,20
"116.31011,39.946375",20,20
"116.310034,39.947365",40,40
"116.309833,39.950008",40,40
"116.310097,39.929058",40,60
"116.310286,39.935067",40,40
"116.310297,39.936293",40,40
"116.310347,39.937578",40,40
"116.31034,39.938035",60,60
"116.310279,39.941762",60,60
"116.310266,39.942546",60,60
"116.310297,39.943951",20,20
"116.310029,39.901027",20,20
"116.310425,39.900794",40,40
"116.310644,39.901573",40,40
"116.310156,39.895758",20,20
"116.310008,39.898813",20,20
"116.314201,40.021819",20,20
"116.314136,40.022427",20,20
"116.314084,40.02283",20,20
"116.313976,40.0236",20,20
"116.313687,40.026164",20,20
"116.329273,40.055161",20,20
"116.329184,40.055279",20,20
"116.328842,40.05571",20,20
"116.32832,40.056375",20,20
"116.328167,40.056564",20,20
"116.328014,40.056753",20,20
"116.327892,40.05691",20,20
"116.327624,40.057486",20,20
"116.317097,40.071423",20,20
"116.313413,40.028606",20,20
"116.288005,39.834075",20,20
"116.289301,39.832573",20,20
"116.297626,39.83082",20,20
"116.294334,39.830805",20,20
"116.293581,39.830834",20,20
"116.291174,39.831763",20,20
"116.292497,39.830801",20,20
"116.291757,39.831",20,20
"116.287467,39.83513",20,20
"116.287011,39.837339",20,20
"116.286777,39.836262",20,20
"116.288072,39.833618",20,20
"116.287811,39.834127",20,20
"116.287597,39.834663",20,20
"116.288262,39.832969",20,20
"116.289479,39.831898",20,20
"116.288774,39.832229",20,20
"116.316293,39.986077",40,40
"116.316312,39.985789",40,40
"116.324961,39.945211",20,20
"116.324552,39.948148",20,20
"116.324526,39.948357",20,20
"116.324503,39.948535",20,20
"116.324121,39.951469",20,20
"116.324113,39.951529",20,20
"116.325068,39.94522",20,20
"116.325802,39.937282",20,20
"116.325812,39.936598",20,20
"116.344536,39.93835",20,20
"116.355146,39.94076",20,20
"116.354498,39.940829",20,20
"116.355196,39.940137",60,60
"116.35499,39.94118",60,60
"116.354365,39.940712",20,20
"116.348508,39.885242",20,20
"116.34627,39.852156",20,20
"116.356491,39.922436",40,40
"116.355867,39.927277",20,20
"116.355966,39.924775",20,20
"116.359499,39.86844",20,20
"116.348881,39.881078",60,60
"116.356423,39.925206",40,40
"116.356413,39.925359",40,40
"116.356301,39.928055",40,40
"116.356065,39.921576",20,20
"116.356126,39.920412",20,20
"116.387167,39.832001",20,20
"116.403018,39.892293",20,20
"116.403713,39.892402",20,20
"116.412099,39.892795",20,20
"116.412287,39.892802",20,20
"116.400269,39.8725",20,20
"116.390152,39.871035",20,20
"116.390182,39.870953",20,20
"116.390169,39.87087",20,20
"116.387545,39.87108",20,20
"116.398371,39.871614",20,20
"116.341174,39.897481",40,40
"116.343792,39.897602",40,40
"116.339009,39.897638",20,20
"116.373962,39.899863",20,20
"116.356412,39.90605",60,60
"116.356412,39.905973",60,60
"116.356299,39.905884",20,20
"116.356219,39.905877",20,20
"116.356125,39.90589",20,20
"116.356023,39.905937",20,20
"116.355932,39.906034",20,20
"116.356682,39.908449",60,60
"116.356716,39.908521",60,60
"116.356888,39.908579",60,60
"116.356991,39.908568",60,60
"116.357053,39.908527",60,60
"116.357103,39.908461",60,60
"116.349189,39.896386",60,60
"116.349098,39.896447",60,60
"116.349038,39.896524",60,60
"116.349005,39.896605",60,60
"116.348999,39.896747",60,60
"116.35679,39.906077",60,60
"116.349928,39.897399",60,60
"116.349996,39.89748",60,60
"116.350082,39.897543",60,60
"116.350252,39.897591",60,60
"116.350026,39.897647",60,60
"116.349199,39.897214",60,60
"116.349487,39.897481",60,60
"116.349753,39.897657",60,60
"116.350002,39.8978",60,60
"116.3503,39.897915",60,60
"116.350686,39.89803",60,60
"116.351014,39.898085",60,60
"116.351526,39.89814",60,60
"116.35619,39.930674",20,20
"116.356175,39.931001",20,20
"116.356102,39.932023",20,20
"116.35564,39.932166",40,40
"116.355648,39.932024",40,40
"116.355701,39.930968",40,40
"116.354831,39.963904",20,20
"116.353088,39.997133",20,20
"116.352939,39.99956",20,20
"116.353983,39.980314",20,20
"116.354204,39.978666",60,60
"116.356261,39.949404",20,20
"116.356202,39.949859",20,20
"116.356368,39.94988",20,20
"116.356167,39.95056",20,20
"116.355775,39.951745",20,20
"116.355699,39.951948",20,20
"116.35563,39.952196",20,20
"116.355516,39.952669",20,20
"116.355463,39.953178",20,20
"116.355389,39.955068",20,20
"116.386353,40.001953",60,60
"116.386338,40.002045",60,60
"116.353116,39.999271",20,20
"116.39622,39.969065",20,20
"116.396336,39.969007",20,20
"116.396372,39.968917",20,20
"116.396341,39.96883",20,20
"116.353444,39.990581",20,20
"116.353438,39.990706",20,20
"116.353428,39.990911",20,20
"116.353291,39.993182",20,20
"116.353684,39.988607",20,20
"116.376347,39.889026",20,20
"116.371948,39.889049",20,20
"116.400088,39.891586",20,20
"116.41822,39.89322",20,20
"116.436392,39.893496",20,20
"116.416456,39.892927",20,20
"116.417127,39.893258",40,40
"116.419175,39.890776",60,60
"116.418988,39.88744",20,20
"116.418975,39.893569",20,20
"116.41826,39.893066",20,20
"116.418287,39.89311",20,20
"116.418264,39.893188",20,20
"116.418919,39.892694",20,20
"116.418832,39.892691",20,20
"116.41928,39.893411",20,20
"116.41915,39.893558",20,20
"116.419149,39.891937",60,60
"116.419124,39.89286",20,20
"116.419238,39.892942",20,20
"116.419448,39.892983",20,20
"116.418044,39.89297",20,20
"116.4183,39.892916",20,20
"116.418491,39.89287",20,20
"116.418637,39.892814",20,20
"116.418695,39.892682",20,20
"116.418626,39.893479",20,20
"116.41855,39.893396",20,20
"116.41836,39.893306",20,20
"116.490263,39.882412",60,60
"116.490142,39.883109",60,60
"116.513851,39.870155",20,20
"116.489717,39.882647",60,60
"116.489497,39.882156",20,20
"116.490323,39.882617",60,60
"116.490405,39.882749",60,60
"116.513852,39.870092",20,20
"116.499833,39.871417",40,40
"116.499825,39.871156",40,40
"116.461334,39.871429",60,60
"116.475491,39.871391",20,20
"116.472243,39.871391",20,20
"116.524255,39.870216",20,20
"116.521372,39.870359",20,20
"116.51689,39.870543",20,20
"116.515294,39.870653",20,20
"116.513818,39.870876",20,20
"116.512828,39.871055",20,20
"116.445452,39.884676",60,60
"116.382404,39.889202",40,20
"116.343811,39.907019",60,60
"116.343863,39.907198",20,20
"116.342344,39.897798",20,20
"116.349062,39.896819",60,60
"116.349035,39.897485",20,20
"116.349063,39.896721",60,60
"116.387933,39.870869",20,20
"116.385183,39.871254",20,20
"116.355221,39.952135",60,60
"116.348037,39.890405",20,20
"116.348106,39.887991",20,20
"116.34852,39.887415",20,20
"116.348623,39.887249",20,20
"116.348121,39.890844",20,20
"116.348173,39.890906",20,20
"116.348245,39.890943",20,20
"116.348351,39.890959",20,20
"116.34844,39.89094",20,20
"116.348528,39.890897",20,20
"116.356029,39.94914",60,60
"116.356093,39.947556",60,60
"116.356098,39.947156",60,60
"116.356961,39.913909",60,60
"116.356824,39.913884",60,60
"116.356574,39.920565",40,60
"116.356069,39.932512",20,20
"116.356554,39.921121",40,60
"116.345569,39.938816",20,20
"116.388093,39.870891",20,20
"116.387608,39.870857",20,20
"116.388129,39.870823",20,20
"116.387516,39.870784",20,20
"116.484162,39.984442",20,20
"116.488186,39.988083",20,20
"116.505387,40.003638",40,40
"116.507279,40.005358",20,20
"116.505228,40.003741",40,40
"116.504501,40.003087",40,40
"116.478787,39.979562",20,20
"116.479212,39.979947",20,20
"116.504625,40.002963",40,40
"116.489179,39.989177",20,20
"116.482963,39.983354",20,20
"116.566709,40.033558",20,20
"116.564664,40.03261",60,60
"116.561995,40.031315",20,20
"116.52809,40.019419",20,20
"116.546398,40.025902",20,20
"116.549744,40.027052",20,20
"116.551394,40.027595",20,20
"116.553197,40.02812",20,20
"116.216098,39.954556",20,20
"116.215896,39.954379",20,20
"116.215652,39.95431",20,20
"116.220057,39.954958",20,20
"116.221176,39.955004",20,20
"116.246369,39.947589",20,20
"116.244806,39.947898",20,20
"116.244555,39.948044",20,20
"116.243546,39.948577",20,20
"116.242548,39.949395",20,20
"116.239708,39.952508",20,20
"116.238719,39.953552",20,20
"116.238348,39.953871",20,20
"116.237791,39.954245",20,20
"116.237227,39.954509",20,20
"116.236194,39.954831",20,20
"116.235379,39.954944",20,20
"116.235059,39.954959",20,20
"116.234362,39.954954",20,20
"116.234094,39.954946",20,20
"116.232055,39.954911",20,20
"116.228994,39.954851",20,20
"116.227162,39.954825",20,20
"116.227065,39.954824",20,20
"116.224839,39.954874",20,20
"116.221941,39.95503",20,20
"116.221879,39.955037",20,20
"116.216854,39.955343",20,20
"116.23875,39.953088",20,20
"116.239375,39.953091",20,20
"116.236524,39.979855",20,20
"116.236691,39.9794",20,20
"116.343263,39.967508",20,20
"116.344012,39.967514",40,40
"116.344667,39.967521",40,40
"116.327731,39.967205",40,40
"116.331431,39.967354",20,20
"116.328295,39.967362",40,40
"116.382743,39.968417",60,40
"116.382532,39.968421",60,40
"116.382231,39.968466",60,40
"116.381958,39.968537",60,40
"116.381722,39.968627",60,60
"116.381533,39.96873",60,60
"116.380997,39.969358",60,60
"116.380946,39.969607",60,60
"116.380949,39.969825",60,60
"116.331245,39.967612",20,20
"116.361817,39.96749",20,20
"116.351303,39.967834",40,40
"116.327353,39.967478",20,20
"116.328742,39.967087",40,40
"116.322982,39.967242",40,40
"116.322322,39.967251",40,40
"116.343264,39.96763",20,20
"116.335286,39.967489",20,20
"116.433002,39.972695",20,20
"116.433728,39.973785",20,20
"116.431479,39.969831",60,60
"116.43148,39.969809",60,60
"116.43151,39.969242",20,20
"116.444225,39.964643",20,20
"116.443705,39.965198",20,20
"116.442325,39.965726",20,20
"116.442753,39.965257",20,20
"116.443558,39.964727",20,20
"116.44418,39.964506",20,20
"116.442719,39.965797",20,20
"116.442104,39.966038",40,40
"116.431512,39.969181",20,20
"116.431484,39.969069",20,20
"116.431366,39.969009",20,20
"116.431089,39.968972",20,20
"116.430129,39.968951",20,20
"116.436057,39.96958",20,20
"116.435406,39.969703",20,20
"116.434716,39.969763",20,20
"116.433943,39.96977",20,20
"116.432065,39.970762",20,20
"116.432168,39.971219",20,20
"116.432227,39.971412",20,20
"116.432319,39.97162",20,20
"116.432596,39.97212",20,20
"116.448327,39.961958",40,40
"116.445555,39.963773",20,20
"116.445448,39.963679",20,20
"116.44822,39.961874",20,20
"116.443471,39.965137",20,20
"116.461533,39.915524",20,20
"116.462072,39.915728",40,40
"116.461902,39.916143",40,40
"116.46208,39.941392",40,40
"116.461899,39.951248",20,20
"116.461592,39.952476",20,20
"116.461313,39.952925",20,20
"116.435963,39.900632",20,20
"116.436254,39.900555",20,20
"116.43645,39.900446",20,20
"116.436609,39.900304",20,20
"116.43681,39.90013",20,20
"116.437103,39.899967",20,20
"116.437385,39.899853",20,20
"116.437758,39.899803",20,20
"116.489649,39.90935",20,20
"116.489525,39.908962",20,20
"116.489274,39.908455",40,20
"116.489097,39.908053",20,20
"116.488948,39.907736",20,20
"116.489036,39.906984",20,20
"116.489136,39.906846",20,20
"116.489313,39.906668",20,20
"116.48954,39.906542",20,20
"116.490382,39.907181",60,60
"116.490265,39.907349",60,60
"116.490215,39.907535",60,60
"116.490112,39.908532",40,20
"116.490074,39.909358",60,60
"116.489605,39.910691",20,20
"116.489524,39.910426",20,20
"116.489426,39.910229",20,20
"116.489266,39.909997",20,20
"116.488411,39.90877",20,20
"116.487792,39.907933",20,20
"116.485235,39.905806",20,20
"116.4849,39.905723",20,20
"116.492475,39.907685",20,20
"116.492491,39.907869",20,20
"116.492469,39.908039",20,20
"116.492322,39.908341",40,20
"116.492174,39.908485",40,20
"116.491939,39.908634",40,20
"116.447801,39.903844",60,60
"116.446481,39.903807",60,60
"116.443986,39.903259",20,20
"116.44324,39.902661",20,20
"116.442681,39.901475",20,20
"116.442688,39.901098",20,20
"116.43623,39.905615",60,60
"116.436029,39.905875",60,60
"116.494151,39.907711",20,20
"116.494542,39.907789",20,20
"116.495032,39.907868",20,20
