lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.317307,39.975943",20,20
"116.295358,39.958836",20,20
"116.296736,39.958972",20,20
"116.296489,39.959005",20,20
"116.296299,39.959003",20,20
"116.238945,39.973073",20,20
"116.239515,39.973144",20,20
"116.379616,39.95484",20,20
"116.381607,39.976802",40,40
"116.379284,39.951363",20,20
"116.379458,39.951826",20,20
"116.379494,39.952069",20,20
"116.379815,39.951387",20,20
"116.379711,39.951561",20,20
"116.37964,39.951703",20,20
"116.379603,39.95185",20,20
"116.379562,39.952125",20,20
"116.380419,39.98228",40,40
"116.380269,39.982276",40,40
"116.399526,39.860361",20,20
"116.39946,39.864665",20,20
"116.399515,39.863571",20,20
"116.310703,39.8988",60,60
"116.31056,39.898954",60,60
"116.31978,39.932279",20,20
"116.319866,39.932279",20,20
"116.321713,39.932282",20,20
"116.321943,39.932281",60,60
"116.325562,39.932285",60,60
"116.438939,39.870489",60,60
"116.438967,39.870804",20,20
"116.439948,39.870753",20,20
"116.439923,39.870431",60,60
"116.439976,39.870775",20,20
"116.43884,39.870382",60,60
"116.438908,39.870435",60,60
"116.439931,39.870394",60,60
"116.439977,39.870324",60,60
"116.438937,39.870837",20,20
"116.468979,39.89327",20,20
"116.480699,39.893113",20,20
"116.48352,39.893106",20,20
"116.489527,39.892978",20,20
"116.461384,39.923417",40,40
"116.508851,39.937972",20,20
"116.509761,39.938226",20,20
"116.517219,39.940291",20,20
"116.544094,39.941729",60,60
"116.543803,39.941844",60,60
"116.543529,39.941989",60,60
"116.539617,39.945367",20,20
"116.541209,39.943171",20,20
"116.540945,39.943278",20,20
"116.54027,39.943419",60,60
"116.539902,39.943413",60,60
"116.553957,39.941527",20,20
"116.553109,39.941429",20,20
"116.587198,39.943516",20,20
"116.587142,39.943734",20,20
"116.546765,39.941346",20,20
"116.547579,39.941343",20,20
"116.5531,39.941276",20,20
"116.554059,39.941096",20,20
"116.586992,39.943731",20,20
"116.547577,39.941255",20,20
"116.548528,39.941337",20,20
"116.538161,39.941236",20,20
"116.537991,39.941815",20,20
"116.538354,39.946623",60,60
"116.586147,39.947118",20,20
"116.58571,39.948522",20,20
"116.585275,39.950093",20,20
"116.584238,39.954314",20,20
"116.584186,39.955357",20,20
"116.584136,39.957177",20,20
"116.584119,39.960805",20,20
"116.584007,39.9622",20,20
"116.583576,39.964329",20,20
"116.583043,39.96662",20,20
"116.582771,39.968695",20,20
"116.58223,39.975084",20,20
"116.582032,39.978047",20,20
"116.542234,39.940905",20,20
"116.53908,39.944449",60,60
"116.539163,39.944188",60,60
"116.544007,39.941574",60,60
"116.544392,39.941342",20,20
"116.544684,39.941192",20,20
"116.544955,39.941086",20,20
"116.545231,39.941024",20,20
"116.545608,39.940995",20,20
"116.546095,39.941024",20,20
"116.537877,39.942022",20,20
"116.537578,39.941843",20,20
"116.537249,39.941722",20,20
"116.542578,39.941948",60,60
"116.542491,39.941835",60,60
"116.542394,39.941773",60,60
"116.542265,39.941717",60,60
"116.541937,39.941609",20,20
"116.537847,39.941662",20,20
"116.537747,39.941597",20,20
"116.546715,39.941149",20,20
"116.587237,39.942791",20,20
"116.587278,39.942529",20,20
"116.587291,39.942273",20,20
"116.58728,39.941988",20,20
"116.587096,39.94145",20,20
"116.586876,39.941173",20,20
"116.56599,39.940892",20,20
"116.569667,39.940535",20,20
"116.570895,39.940478",20,20
"116.57479,39.940416",20,20
"116.58466,39.940268",20,20
"116.585136,39.940303",20,20
"116.585604,39.940379",20,20
"116.585994,39.940477",20,20
"116.586385,39.940643",20,20
"116.586699,39.940846",20,20
"116.587025,39.941125",20,20
"116.587245,39.941417",20,20
"116.587363,39.941681",20,20
"116.587436,39.941979",20,20
"116.587446,39.942275",20,20
"116.587418,39.942537",20,20
"116.587389,39.942795",20,20
"116.555713,39.941287",20,20
"116.551999,39.941464",40,60
"116.552002,39.941325",20,20
"116.555701,39.941152",20,20
"116.560161,39.940939",20,20
"116.561188,39.940914",20,20
"116.56227,39.940896",20,20
"116.563307,39.94094",20,20
"116.564348,39.940948",20,20
"116.56529,39.940936",20,20
"116.565305,39.941062",20,20
"116.407508,39.976854",20,20
"116.407505,39.976934",20,20
"116.407501,39.977059",20,20
"116.4075,39.977149",20,20
"116.4075,39.977213",20,20
"116.407471,39.980114",20,20
"116.418394,39.933606",20,20
"116.42871,39.933618",20,20
"116.43096,39.933623",20,20
"116.431215,39.933624",20,20
"116.432026,39.933625",20,20
"116.433379,39.933628",40,40
"116.414964,39.933389",20,20
"116.433429,39.933514",40,40
"116.433542,39.933385",40,40
"116.407951,39.962045",20,20
"116.407833,39.965908",20,20
"116.407802,39.966563",20,20
"116.407757,39.966893",20,20
"116.40762,39.96744",20,20
"116.403705,39.90773",20,20
"116.388303,39.907169",20,20
"116.388634,39.907177",20,20
"116.390273,39.9072",20,20
"116.391012,39.907239",20,20
"116.39136,39.90725",20,20
"116.434869,39.933518",20,20
"116.434322,39.931421",20,20
"116.434312,39.931686",20,20
"116.355139,39.942561",60,60
"116.281087,39.865422",20,20
"116.276863,39.864916",20,20
"116.290852,39.866033",20,20
"116.291956,39.865721",20,20
"116.281198,39.865234",20,20
"116.283084,39.853432",40,40
"116.287378,39.836276",20,20
"116.285173,39.842283",20,20
"116.285591,39.842626",20,20
"116.283841,39.844722",40,40
"116.346578,39.797477",20,20
"116.346637,39.797171",20,20
"116.346711,39.79689",20,20
"116.347215,39.79582",20,20
"116.347309,39.795591",20,20
"116.347383,39.795207",20,20
"116.347394,39.795104",20,20
"116.347921,39.792396",20,20
"116.348085,39.791228",20,20
"116.348129,39.790249",20,20
"116.348126,39.790085",20,20
"116.34807,39.789454",20,20
"116.347938,39.788775",20,20
"116.347697,39.787968",20,20
"116.347276,39.78707",20,20
"116.346891,39.786383",20,20
"116.346415,39.7856",20,20
"116.344087,39.782094",20,20
"116.343431,39.781268",20,20
"116.342915,39.780757",20,20
"116.340574,39.779372",20,20
"116.340455,39.779084",20,20
"116.340305,39.778836",60,60
"116.341369,39.776414",20,20
"116.341468,39.775305",20,20
"116.341388,39.77441",20,20
"116.341331,39.773182",20,20
"116.341338,39.772569",20,20
"116.341381,39.771883",20,20
"116.341604,39.769794",20,20
"116.341838,39.768136",20,20
"116.341833,39.767956",20,20
"116.341746,39.767208",20,20
"116.341783,39.766769",20,20
"116.341869,39.766186",20,20
"116.341919,39.766003",20,20
"116.342503,39.763278",20,20
"116.342575,39.762789",20,20
"116.343119,39.758999",20,20
"116.343008,39.758256",20,20
"116.343162,39.757177",20,20
"116.3432,39.756996",20,20
"116.343346,39.756631",20,20
"116.343463,39.756303",20,20
"116.343546,39.756027",20,20
"116.343911,39.753101",20,20
"116.344218,39.748523",20,20
"116.344362,39.746584",20,20
"116.34435,39.746068",20,20
"116.344287,39.745695",20,20
"116.344341,39.744847",20,20
"116.283696,39.850588",20,20
"116.284544,39.843719",40,40
"116.284328,39.844058",40,40
"116.284142,39.844459",40,40
"116.284046,39.844776",40,40
"116.283974,39.845161",40,40
"116.28373,39.848232",40,40
"116.358069,39.987241",20,20
"116.430144,39.988833",20,20
"116.363793,39.987098",20,20
"116.364609,39.986966",20,20
"116.450332,39.983845",20,20
"116.450626,39.983445",20,20
"116.436687,39.989144",20,20
"116.43734,39.989089",20,20
"116.438106,39.988986",20,20
"116.438802,39.988865",20,20
"116.441067,39.988159",20,20
"116.441956,39.987814",20,20
"116.442058,39.987967",20,20
"116.439694,39.988814",60,60
"116.43813,39.989174",60,60
"116.443187,39.987336",20,20
"116.419312,39.988693",40,40
"116.446622,39.985998",20,20
"116.448326,39.985159",20,20
"116.387767,39.987774",20,20
"116.393001,39.987933",20,20
"116.393716,39.987952",20,20
"116.394465,39.987975",20,20
"116.393719,39.988107",20,20
"116.489625,39.949929",20,20
"116.489564,39.931747",20,20
"116.489643,39.91158",20,20
"116.489704,39.887781",20,20
"116.48949,39.887713",20,20
"116.48949,39.887579",20,20
"116.489496,39.884497",20,20
"116.477886,39.843006",20,20
"116.477843,39.843217",20,20
"116.477891,39.843399",20,20
"116.479239,39.843392",20,20
"116.47924,39.843184",20,20
"116.487719,39.864723",60,60
"116.487953,39.864859",60,60
"116.485402,39.850635",60,60
"116.475599,39.841122",20,20
"116.475168,39.840725",20,20
"116.474637,39.840237",20,20
"116.473936,39.839681",20,20
"116.472778,39.838886",20,20
"116.391025,39.832116",20,20
"116.394945,39.832228",40,40
"116.404496,39.832525",20,20
"116.403055,39.832487",20,20
"116.401312,39.832844",20,20
"116.400728,39.832803",20,20
"116.400499,39.832751",20,20
"116.400196,39.832621",20,40
"116.395041,39.831749",20,20
"116.396294,39.831793",20,20
"116.400598,39.831483",20,20
"116.461307,39.833839",20,20
"116.460066,39.833708",20,20
"116.459256,39.833623",20,20
"116.459039,39.833598",20,20
"116.4588,39.833572",20,20
"116.454597,39.83305",20,20
"116.453152,39.832869",20,20
"116.33045,39.830854",20,20
"116.330202,39.830852",20,20
"116.32518,39.830846",20,20
"116.324779,39.830843",20,20
"116.323181,39.830834",20,20
"116.31425,39.830798",20,20
"116.31381,39.830794",20,20
"116.313247,39.830791",20,20
"116.313122,39.830792",20,20
"116.312688,39.830792",20,20
"116.311063,39.830779",20,20
"116.309128,39.830802",20,20
"116.30596,39.83083",20,20
"116.305677,39.83083",20,20
"116.305454,39.830828",20,20
"116.302277,39.830798",20,20
"116.301672,39.830792",20,20
"116.415748,39.832213",20,20
"116.395228,39.831931",20,20
"116.418328,39.832213",20,20
"116.429071,39.83218",20,20
"116.429921,39.832177",20,20
"116.338353,40.037582",20,20
"116.338549,40.037663",20,20
"116.339733,40.038138",40,20
"116.340564,40.038466",40,20
"116.350926,40.023497",60,20
"116.350928,40.023283",60,20
"116.350943,40.023058",20,20
"116.35101,40.022858",20,20
"116.351126,40.02267",20,20
"116.352335,40.007603",20,20
"116.333165,39.986273",40,40
"116.355161,39.852437",20,20
"116.316467,39.887282",20,20
"116.314958,39.88672",20,20
"116.117348,39.789611",20,20
"116.117488,39.789408",20,20
"116.117598,39.789174",20,20
"116.117631,39.788939",20,20
"116.117358,39.787742",20,20
"116.118338,39.791339",20,20
"116.118184,39.791056",20,20
"116.117999,39.790816",20,20
"116.117827,39.790656",20,20
"116.117689,39.790573",20,20
"116.132771,39.85522",20,20
"116.132887,39.855313",20,20
"116.132666,39.855303",20,20
"116.127987,39.850479",20,20
"116.130936,39.85351",20,20
"116.131977,39.854532",20,20
"116.131878,39.854594",20,20
"116.151221,39.886661",20,20
"116.151062,39.886658",20,20
"116.150865,39.886679",20,20
"116.153653,39.892158",20,20
"116.153903,39.89213",20,20
"116.147187,39.889518",20,20
"116.147481,39.889649",20,20
"116.147668,39.889752",20,20
"116.148177,39.89012",20,20
"116.148397,39.890284",20,20
"116.13485,39.888426",20,20
"116.132885,39.888905",20,20
"116.132349,39.888808",20,20
"116.131646,39.888607",20,20
"116.131001,39.888413",20,20
"116.130794,39.88835",20,20
"116.128919,39.887817",20,20
"116.128704,39.88771",20,20
"116.18429,39.89152",20,20
"116.182771,39.891564",20,20
"116.180409,39.891472",20,20
"116.178046,39.891449",20,20
"116.184786,39.891523",20,20
"116.185302,39.891482",20,20
"116.185791,39.891423",20,20
"116.18634,39.891309",20,20
"116.186915,39.891141",20,20
"116.187402,39.890943",20,20
"116.189569,39.889717",20,20
"116.18998,39.889505",20,20
"116.190443,39.889338",20,20
"116.190885,39.88921",20,20
"116.191343,39.889112",20,20
"116.191761,39.889056",20,20
"116.192165,39.88903",20,20
"116.191355,39.889223",20,20
"116.190486,39.889437",20,20
"116.193707,39.889024",20,20
"116.199041,39.88907",20,20
"116.211815,39.894781",20,20
"116.210735,39.89405",20,20
"116.209123,39.892742",20,20
"116.209217,39.892662",20,20
"116.210068,39.893353",20,20
"116.210852,39.893973",20,20
"116.211546,39.89447",20,20
"116.211904,39.894703",20,20
"116.20848,39.891818",20,20
"116.208634,39.89191",20,20
"116.208794,39.891981",20,20
"116.20896,39.89204",20,20
"116.209147,39.892072",20,20
"116.213063,39.894958",20,20
"116.213112,39.895121",20,20
"116.213131,39.895271",20,20
"116.213117,39.89543",20,20
"116.212993,39.895667",20,20
"116.212867,39.895811",20,20
"116.212738,39.89594",20,20
"116.210154,39.894143",20,20
"116.209775,39.893968",20,20
"116.209521,39.893794",20,20
"116.209373,39.893643",20,20
"116.209288,39.893511",20,20
"116.209236,39.893374",20,20
"116.209209,39.893206",20,20
"116.209233,39.893061",20,20
"116.209309,39.892844",20,20
"116.209432,39.892669",20,20
"116.209607,39.892477",20,20
"116.210729,39.891412",20,20
"116.21093,39.891195",20,20
"116.211092,39.890942",20,20
"116.211187,39.890708",20,20
"116.210943,39.896328",20,20
"116.210913,39.895719",20,20
"116.210892,39.895501",20,20
"116.21084,39.895302",20,20
"116.210762,39.895121",20,20
"116.210654,39.894962",20,20
"116.208503,39.892636",20,20
"116.208377,39.8924",20,20
"116.208121,39.892055",20,20
"116.208165,39.891597",20,20
"116.212217,39.895047",20,20
"116.21172,39.894853",20,20
"116.207924,39.891826",20,20
"116.21429,39.895605",20,20
"116.211822,39.89507",20,20
"116.210182,39.894318",20,20
"116.2082,39.891971",20,20
"116.211436,39.895707",60,60
"116.211489,39.895842",60,60
"116.211553,39.895938",60,60
"116.211648,39.896021",60,60
"116.211744,39.89607",60,60
"116.212532,39.89582",20,20
"116.212555,39.895752",20,20
"116.212554,39.895675",20,20
"116.212522,39.895549",20,20
"116.212475,39.895472",20,20
"116.2124,39.89539",20,20
"116.212269,39.895293",20,20
"116.210948,39.894765",20,20
"116.210885,39.89455",20,20
"116.210761,39.894325",20,20
"116.21066,39.894194",20,20
"116.210488,39.894037",20,20
"116.210064,39.893732",20,20
"116.209884,39.893565",20,20
"116.209733,39.893407",20,20
"116.209565,39.893068",20,20
"116.209579,39.892898",20,20
"116.209634,39.892733",20,20
"116.210791,39.892304",20,20
"116.214701,39.896251",20,20
"116.21441,39.896186",20,20
"116.212268,39.894941",20,20
"116.212883,39.895254",20,20
"116.210968,39.894506",20,20
"116.213556,39.895571",20,20
"116.214419,39.895901",20,20
"116.210981,39.892374",20,20
"116.21116,39.892474",20,20
"116.211302,39.892575",60,60
"116.214128,39.89612",20,20
"116.213936,39.896088",20,20
"116.213733,39.896068",20,20
"116.213507,39.896058",20,20
"116.214513,39.895765",20,20
"116.214786,39.895925",20,20
"116.215167,39.896096",20,20
"116.211662,39.896841",60,60
"116.211557,39.897002",60,60
"116.211472,39.897178",60,60
"116.213286,39.896061",20,20
"116.209795,39.894137",20,20
"116.210952,39.893907",20,20
"116.211151,39.894014",20,20
"116.21131,39.894086",20,20
"116.211486,39.894155",20,20
"116.211687,39.894212",20,20
"116.211636,39.891183",60,60
"116.211682,39.892785",60,60
"116.211702,39.893077",60,60
"116.211751,39.893291",60,60
"116.214326,39.92486",20,20
"116.213714,39.92493",20,20
"116.213177,39.925016",20,20
"116.211608,39.925268",20,20
"116.210831,39.925288",20,20
"116.210644,39.925249",20,20
"116.21046,39.925179",20,20
"116.216732,39.924862",20,20
"116.216381,39.924912",20,20
"116.216096,39.924967",20,20
"116.215739,39.925056",20,20
"116.215415,39.925151",20,20
"116.215106,39.925254",20,20
"116.209897,39.924361",20,20
"116.209936,39.924204",20,20
"116.211298,39.922716",20,20
"116.211486,39.922525",20,20
"116.211614,39.922342",20,20
"116.211705,39.922162",20,20
"116.211765,39.92201",20,20
"116.211806,39.921885",20,20
"116.210085,39.924514",20,20
"116.210433,39.924478",20,20
"116.21417,39.924254",20,20
"116.214355,39.924403",20,20
"116.212347,39.921892",40,40
"116.212448,39.922168",40,40
"116.212617,39.9225",40,40
"116.214873,39.924238",20,20
"116.21526,39.924343",20,20
"116.215691,39.92443",20,20
"116.216279,39.924516",20,20
"116.212451,39.925468",60,60
"116.212289,39.921704",40,40
"116.212337,39.926166",60,60
"116.211836,39.921714",20,20
"116.211875,39.920818",60,60
"116.211966,39.92171",40,40
"116.212164,39.921895",40,40
"116.209462,39.924951",20,20
"116.211943,39.923667",20,20
"116.211859,39.923521",20,20
"116.211734,39.923391",20,20
"116.211603,39.923308",20,20
"116.211451,39.923258",20,20
"116.211579,39.924177",20,20
"116.211819,39.924159",20,20
"116.209748,39.925076",20,20
"116.212524,39.92572",60,60
"116.212617,39.925886",60,60
"116.212724,39.925983",60,60
"116.213326,39.925244",20,20
"116.21316,39.925205",20,20
"116.212981,39.92519",20,20
"116.212798,39.925198",60,60
"116.212593,39.925217",60,60
"116.211983,39.925289",20,20
"116.211437,39.925388",20,20
"116.210105,39.925245",20,20
"116.209209,39.924869",20,20
"116.214509,39.925255",20,20
"116.212806,39.926844",60,60
"116.212634,39.927092",60,60
"116.212538,39.927292",60,60
"116.212453,39.927588",60,60
"116.214436,39.924505",20,20
"116.214507,39.924633",20,20
"116.214558,39.924797",20,20
"116.214575,39.924931",20,20
"116.214562,39.925089",20,20
"116.21026,39.925059",20,20
"116.210127,39.924937",20,20
"116.209952,39.92467",20,20
"116.209909,39.924519",20,20
"116.212009,39.927271",20,20
"116.211945,39.927058",20,20
"116.21186,39.926873",20,20
"116.211739,39.926686",20,20
"116.211613,39.926549",20,20
"116.208126,39.924523",20,20
"116.208488,39.92446",20,20
"116.208848,39.924378",20,20
"116.211922,39.943372",20,20
"116.211695,39.943087",20,20
"116.211544,39.942945",20,20
"116.211383,39.942818",20,20
"116.212154,39.942154",20,40
"116.212265,39.942312",20,20
"116.212396,39.942418",20,20
"116.212409,39.941317",20,40
"116.212262,39.941299",40,40
"116.212117,39.941294",40,40
"116.21263,39.943593",20,20
"116.212596,39.94371",20,20
"116.21257,39.943807",20,20
"116.212562,39.944008",20,20
"116.222008,39.991831",20,20
"116.222187,39.992188",20,20
"116.222434,39.992573",20,20
"116.222719,39.992981",20,20
"116.223091,39.993426",20,20
"116.223451,39.99381",20,20
"116.223831,39.993817",20,20
"116.22441,39.994332",20,20
"116.224736,39.99456",20,20
"116.225539,39.995176",20,20
"116.225886,39.995388",20,20
"116.315412,40.018011",20,20
"116.316722,40.018203",20,20
"116.318542,40.018489",20,20
"116.31539,40.018128",20,20
"116.453191,39.956978",20,20
"116.45308,39.957007",20,20
"116.452993,39.957057",20,20
"116.45294,39.957157",20,20
"116.455728,39.957565",20,20
"116.45556,39.9575",20,20
"116.455261,39.957491",20,20
"116.454015,39.957035",20,20
"116.454022,39.957185",20,20
"116.474926,39.968091",20,20
"116.474413,39.967706",20,20
"116.459951,39.954543",20,20
"116.460025,39.954609",20,20
"116.308579,39.961058",20,20
"116.119316,40.048439",20,20
"116.119452,40.048633",20,20
"116.119592,40.048806",20,20
"116.119728,40.048967",20,20
"116.119914,40.049151",20,20
"116.120462,40.049611",20,20
"116.117309,40.04673",20,20
"116.117403,40.046815",20,20
"116.117536,40.046898",20,20
"116.117687,40.046972",20,20
"116.11782,40.047583",20,20
"116.118064,40.047794",20,20
"116.118231,40.047542",20,20
"116.117534,40.047963",20,20
"116.11744,40.04804",20,20
"116.117349,40.04812",20,20
"116.117274,40.048215",20,20
"116.118236,40.048869",20,20
"116.118294,40.048796",20,20
"116.118333,40.048718",20,20
"116.118356,40.048643",20,20
"116.118359,40.048567",20,20
"116.118346,40.048479",20,20
"116.118314,40.048398",20,20
"116.11826,40.048297",20,20
"116.120825,40.049846",20,20
"116.12409,40.051977",20,20
"116.127139,40.054119",20,20
"116.117295,40.047268",20,20
"116.118499,40.048158",20,20
"116.118951,40.048522",20,20
"116.119472,40.048927",20,20
"116.117412,40.047212",20,20
"116.119385,40.04898",20,20
"116.118859,40.048588",20,20
"116.186811,39.92451",20,20
"116.18698,39.924522",20,20
"116.187348,39.924522",20,20
"116.18759,39.924523",20,20
"116.188284,39.924507",20,20
"116.191531,39.92451",20,20
"116.192367,39.924526",20,20
"116.193514,39.924515",20,20
"116.196604,39.924518",20,20
"116.197174,39.924531",20,20
"116.197419,39.924529",20,20
"116.197898,39.924529",20,20
"116.198019,39.924528",20,20
"116.188658,39.924605",20,20
"116.191072,39.924603",20,20
"116.205027,39.924477",20,20
"116.206196,39.924475",20,20
"116.206716,39.924452",20,20
"116.206969,39.924418",20,20
"116.198597,39.924504",20,20
"116.198871,39.924503",20,20
"116.199413,39.924501",20,20
"116.199603,39.9245",20,20
"116.201145,39.924495",20,20
"116.20153,39.924492",20,20
"116.202644,39.924484",20,20
"116.332765,39.923031",20,20
"116.334503,39.922941",20,20
"116.319283,39.923647",20,20
"116.321331,39.923591",20,20
"116.323375,39.923506",20,20
"116.325694,39.923403",20,20
"116.552655,40.028616",40,40
"116.552541,40.028442",40,40
"116.552404,40.028278",40,40
"116.552216,40.028147",40,40
"116.552044,40.028049",40,40
"116.555778,40.029204",40,40
"116.554469,40.028812",40,40
"116.554076,40.028755",40,40
"116.553742,40.028776",40,40
"116.553451,40.028841",40,40
"116.547992,40.026349",20,20
"116.548606,40.02652",20,20
"116.549314,40.026757",20,20
"116.549477,40.026791",20,20
"116.549635,40.026786",20,20
"116.549789,40.026738",20,20
"116.578895,40.034479",20,20
"116.578118,40.034573",20,20
"116.577523,40.034746",20,20
"116.576978,40.034965",20,20
"116.573845,40.036683",20,20
"116.57329,40.036715",20,20
"116.572796,40.036673",20,20
"116.572274,40.036552",20,20
"116.57178,40.036349",20,20
"116.57819,40.040995",20,20
"116.57868,40.0413",20,20
"116.61707,40.045142",20,20
"116.616952,40.04639",20,20
"116.616925,40.046689",20,20
"116.61692,40.047062",20,20
"116.616941,40.047378",20,20
"116.616977,40.047668",20,20
"116.617058,40.048057",20,20
"116.617153,40.048386",20,20
"116.617356,40.048891",20,20
"116.617506,40.049187",20,20
"116.617808,40.049664",20,20
"116.618141,40.050126",20,20
"116.6184,40.050419",20,20
"116.618727,40.050726",20,20
"116.619018,40.051005",20,20
"116.619229,40.051251",20,20
"116.619399,40.051512",20,20
"116.619516,40.051744",20,20
"116.619614,40.051999",20,20
"116.619679,40.052216",20,20
"116.619724,40.052578",20,20
"116.619751,40.052835",20,20
"116.307251,39.883426",20,20
"116.264841,39.868688",60,40
"116.277008,39.874764",20,20
"116.264226,39.868551",60,60
"116.260814,39.867013",20,20
"116.275642,39.874115",20,20
"116.269028,39.870886",40,40
"116.238703,39.857084",20,40
"116.238209,39.856489",20,20
"116.268314,39.870712",20,20
"116.252853,39.864268",20,20
"116.127399,39.734155",20,20
"116.13163,39.736654",20,20
"116.135925,39.739209",20,20
"116.127016,39.733931",20,20
"116.136032,39.739273",20,20
"116.142208,39.743027",20,20
"116.135801,39.739587",20,20
"116.135682,39.739526",20,20
"116.149704,39.747632",20,20
"116.149804,39.747694",20,20
"116.144609,39.757092",20,20
"116.142917,39.756202",20,20
"116.141748,39.75533",20,20
"116.141667,39.755177",20,20
"116.141612,39.754981",20,20
"116.141594,39.754825",20,20
"116.141597,39.754673",20,20
"116.141665,39.75437",20,20
"116.141734,39.754188",20,20
"116.141928,39.753685",20,20
"116.141978,39.753519",20,20
"116.142023,39.753341",20,20
"116.146111,39.757898",20,20
"116.145511,39.757576",20,20
"116.142966,39.755978",20,20
"116.142752,39.755969",20,20
"116.142426,39.756033",20,20
"116.142297,39.75608",20,20
"116.140695,39.754162",20,20
"116.140281,39.753828",20,20
"116.142329,39.75426",20,20
"116.142458,39.754223",20,20
"116.142667,39.753953",20,20
"116.144076,39.756344",20,20
"116.143823,39.756262",20,20
"116.453175,39.958749",40,40
"116.151141,39.761518",20,20
"116.154166,39.764303",20,20
"116.154225,39.76469",20,20
"116.15425,39.764391",20,20
"116.156102,39.766252",20,20
"116.157828,39.768118",20,20
"116.150957,39.761655",20,20
"116.158207,39.768555",20,20
"116.161128,39.771944",20,20
"116.162824,39.773905",20,20
"116.164096,39.775251",20,20
"116.16544,39.776496",20,20
"116.166007,39.776964",20,20
"116.16637,39.777262",20,20
"116.167684,39.778251",20,20
"116.168837,39.778994",20,20
"116.169991,39.779687",20,20
"116.17102,39.780227",20,20
"116.171715,39.780575",20,20
"116.172637,39.780994",20,20
"116.150973,39.761361",20,20
"116.164368,39.77532",20,20
"116.164479,39.775253",20,20
"116.164982,39.774801",20,20
"116.165065,39.774686",20,20
"116.165253,39.774402",20,20
"116.165404,39.774191",20,20
"116.165583,39.773993",20,20
"116.165702,39.77389",20,20
"116.165825,39.773804",20,20
"116.165963,39.773724",20,20
"116.166174,39.773618",20,20
"116.159215,39.77459",20,20
"116.159733,39.774522",20,20
"116.160041,39.774465",20,20
"116.160292,39.774413",20,20
"116.160515,39.774351",20,20
"116.161338,39.773625",20,20
"116.16137,39.773503",20,20
"116.161389,39.773388",20,20
"116.161391,39.773286",20,20
"116.161386,39.773081",20,20
"116.166614,39.773986",20,20
"116.16609,39.774357",20,20
"116.165931,39.774501",20,20
"116.165789,39.774642",20,20
"116.165432,39.775986",20,20
"116.16548,39.776143",20,20
"116.165542,39.776303",20,20
"116.16562,39.776458",20,20
"116.16573,39.776613",20,20
"116.16441,39.775369",20,20
"116.163956,39.775641",20,20
"116.164116,39.774266",20,20
"116.164222,39.774209",20,20
"116.164313,39.774124",20,20
"116.164362,39.774055",20,20
"116.163096,39.773709",20,20
"116.163086,39.77382",20,20
"116.163105,39.77393",20,20
"116.163145,39.774048",20,20
"116.163298,39.774996",20,20
"116.163159,39.774932",20,20
"116.162991,39.774883",20,20
"116.162837,39.774866",20,20
"116.162665,39.774884",20,20
"116.162504,39.774922",20,20
"116.162359,39.774992",20,20
"116.162247,39.775081",20,20
"116.163673,39.775731",20,20
"116.163708,39.775792",20,20
"116.163493,39.775912",20,20
"116.161829,39.775071",20,20
"116.161751,39.774825",20,20
"116.16168,39.774574",20,20
"116.161507,39.773512",20,20
"116.161457,39.773314",20,20
"116.161299,39.772842",20,20
"116.161799,39.772525",20,20
"116.16204,39.772693",20,20
"116.162245,39.7728",20,20
"116.165,39.773817",20,20
"116.165151,39.773859",20,20
"116.165308,39.773877",20,20
"116.165434,39.773872",20,20
"116.165578,39.773845",20,20
"116.165747,39.773791",20,20
"116.165943,39.773703",20,20
"116.166934,39.773358",20,20
"116.167228,39.773243",20,20
"116.168011,39.772798",20,20
"116.165281,39.776837",20,20
"116.165089,39.776734",20,20
"116.164841,39.776626",20,20
"116.164637,39.776552",20,20
"116.164437,39.776495",20,20
"116.164222,39.776449",20,20
"116.161087,39.775299",20,20
"116.160894,39.775211",20,20
"116.160713,39.775153",20,20
"116.160481,39.775096",20,20
"116.160206,39.775071",20,20
"116.159175,39.775027",20,20
"116.156942,39.774832",20,20
"116.157147,39.774776",20,20
"116.160686,39.774659",20,20
"116.157129,39.77471",20,20
"116.158053,39.774618",20,20
"116.15872,39.7746",20,20
"116.167264,39.773405",20,20
"116.17015,39.772011",20,20
"116.169711,39.77228",20,20
"116.169218,39.772604",20,20
"116.168747,39.772814",20,20
"116.160597,39.774557",20,20
"116.162112,39.774514",20,20
"116.162533,39.774498",20,20
"116.162891,39.774476",20,20
"116.163246,39.774443",20,20
"116.163563,39.774405",20,20
"116.1638,39.774366",20,20
"116.163978,39.774323",20,20
"116.167033,39.773633",20,20
"116.166704,39.773781",20,20
"116.166392,39.77391",20,20
"116.166055,39.774037",20,20
"116.165791,39.774132",20,20
"116.165395,39.774253",20,20
"116.164478,39.774473",20,20
"116.164026,39.774557",20,20
"116.163327,39.774645",20,20
"116.16215,39.774611",20,20
"116.162553,39.774596",20,20
"116.162867,39.77458",20,20
"116.163245,39.774549",20,20
"116.163601,39.774511",20,20
"116.164462,39.774374",20,20
"116.164933,39.774268",20,20
"116.165365,39.774155",20,20
"116.182167,39.783926",20,20
"116.181372,39.78357",20,20
"116.181929,39.783675",20,20
"116.19635,39.788876",20,20
"116.192968,39.786236",20,20
"116.189784,39.785174",20,20
"116.190775,39.785331",20,20
"116.19145,39.785494",20,20
